日期,流水號,名稱,維基集數,ESFIO,無文字版本,imgur,i.imgur
210120,SS1426,這隻松鼠簡直要我的命,27-A,S2E13,,https://imgur.com/KUdq4ve,https://i.imgur.com/KUdq4ve.jpg
210120,SS1427,裸奔,27-A,S2E13,,https://imgur.com/CnYCmGI,https://i.imgur.com/CnYCmGI.jpg
210120,SS1428,金隊酷啦,27-A,S2E13,,https://imgur.com/KSNBBOE,https://i.imgur.com/KSNBBOE.jpg
210120,SS1429,他不在我的心裡,27-A,S2E13,,https://imgur.com/wX7mcaZ,https://i.imgur.com/wX7mcaZ.jpg
210120,SS1430,她好像已經快要瘋掉了,27-A,S2E13,,https://imgur.com/CeDy5k2,https://i.imgur.com/CeDy5k2.jpg
210120,SS1431,我是男子漢,27-A,S2E13,,https://imgur.com/kM24YyI,https://i.imgur.com/kM24YyI.jpg
210120,SS1432,現在答應我我們還是朋友,27-A,S2E13,,https://imgur.com/uHGfeZL,https://i.imgur.com/uHGfeZL.jpg
210120,SS1433,你們是誰,27-A,S2E13,,https://imgur.com/IEGeUuU,https://i.imgur.com/IEGeUuU.jpg
210120,SS1434,她破了,27-B,S2E14,,https://imgur.com/HS5mPFC,https://i.imgur.com/HS5mPFC.jpg
210120,SS1435,你腦袋壞掉了,27-B,S2E14,,https://imgur.com/PGtWtR6,https://i.imgur.com/PGtWtR6.jpg
210120,SS1436,我們只剩下自己 跟我們背負的可怕罪名,27-B,S2E14,,https://imgur.com/i1cDweb,https://i.imgur.com/i1cDweb.jpg
210120,SS1437,你還可以耍狠哦,27-B,S2E14,,https://imgur.com/BozwlAl,https://i.imgur.com/BozwlAl.jpg
210120,SS1438,長方形,27-B,S2E14,,https://imgur.com/GasN6Yf,https://i.imgur.com/GasN6Yf.jpg
210120,SS1439,你真是個瘋子耶,27-B,S2E14,,https://imgur.com/UHRiHsB,https://i.imgur.com/UHRiHsB.jpg
210120,SS1440,你完全失控了,27-B,S2E14,,https://imgur.com/JvnfmEk,https://i.imgur.com/JvnfmEk.jpg
210120,SS1441,如果你們不想坐牢就不要犯罪,27-B,S2E14,,https://imgur.com/DRduTNv,https://i.imgur.com/DRduTNv.jpg
210120,SS1442,好了 你們哪隻討厭的手偷了我棒棒糖,27-B,S2E14,,https://imgur.com/V9QB0DL,https://i.imgur.com/V9QB0DL.jpg
210120,SS1443,戴好,42-A,S3E03,,https://imgur.com/wNuk95l,https://i.imgur.com/wNuk95l.jpg
210120,SS1444,寶貝 快點許願,42-A,S3E03,,https://imgur.com/7JDy1vS,https://i.imgur.com/7JDy1vS.jpg
210120,SS1445,為什麼我的命運會這麼的悲慘,42-A,S3E03,,https://imgur.com/X9bl1Qi,https://i.imgur.com/X9bl1Qi.jpg
210120,SS1446,對啊 你有可能禿頭又有個大鼻子,42-A,S3E03,,https://imgur.com/mBOmOB7,https://i.imgur.com/mBOmOB7.jpg
210120,SS1447,好了 我死定了,42-A,S3E03,,https://imgur.com/Gumut01,https://i.imgur.com/Gumut01.jpg
210120,SS1448,可能會吧,42-A,S3E03,,https://imgur.com/YJs55M9,https://i.imgur.com/YJs55M9.jpg
210120,SS1449,它什麼事情都知道,42-A,S3E03,,https://imgur.com/C2p8A1N,https://i.imgur.com/C2p8A1N.jpg
210120,SS1450,坐好,42-A,S3E03,,https://imgur.com/vhOSJom,https://i.imgur.com/vhOSJom.jpg
210120,SS1451,海螺講話了耶,42-A,S3E03,,https://imgur.com/4hqADps,https://i.imgur.com/4hqADps.jpg
210120,SS1452,都不吃,42-A,S3E03,,https://imgur.com/gdBUucF,https://i.imgur.com/gdBUucF.jpg
210120,SS1453,最好別吃,42-A,S3E03,,https://imgur.com/JlkbEdO,https://i.imgur.com/JlkbEdO.jpg
210120,SS1454,對,42-A,S3E03,,https://imgur.com/fMAo85y,https://i.imgur.com/fMAo85y.jpg
210120,SS1455,不行,42-A,S3E03,,https://imgur.com/AjNyWOP,https://i.imgur.com/AjNyWOP.jpg
210120,SS1456,可以,42-A,S3E03,,https://imgur.com/986BEIS,https://i.imgur.com/986BEIS.jpg
210120,SS1457,你除了說不行還會說什麼,42-A,S3E03,,https://imgur.com/pL8JUGJ,https://i.imgur.com/pL8JUGJ.jpg
210120,SS1458,你再問問看,42-A,S3E03,,https://imgur.com/qC0QyZX,https://i.imgur.com/qC0QyZX.jpg
210120,SS1459,神奇海螺萬萬歲,42-A,S3E03,,https://imgur.com/qPQr1X5,https://i.imgur.com/qPQr1X5.jpg
210120,SS1460,你叫得好難聽啊,42-B,S3E04,,https://imgur.com/llu24gk,https://i.imgur.com/llu24gk.jpg
210120,SS1461,小迷迷 你吃了我的帽子,42-B,S3E04,,https://imgur.com/hdbTP7P,https://i.imgur.com/hdbTP7P.jpg
210120,SS1462,小迷迷 你吃了我的鍋鏟,42-B,S3E04,,https://imgur.com/CXl2wuY,https://i.imgur.com/CXl2wuY.jpg
210120,SS1463,還吃掉所有的肉餅,42-B,S3E04,,https://imgur.com/nXUJ5Gb,https://i.imgur.com/nXUJ5Gb.jpg
210120,SS1464,吃掉了爐子,42-B,S3E04,,https://imgur.com/LVvDYGw,https://i.imgur.com/LVvDYGw.jpg
210120,SS1465,吃掉老賈先生,42-B,S3E04,,https://imgur.com/2FoFGtn,https://i.imgur.com/2FoFGtn.jpg
210120,SS1466,做不到也要做,42-B,S3E04,,https://imgur.com/TsS4qAf,https://i.imgur.com/TsS4qAf.jpg
210120,SS1467,你沒看到我難過得要命嗎,42-B,S3E04,,https://imgur.com/in5nWrN,https://i.imgur.com/in5nWrN.jpg
210307,SS1468,準備去偷襲妳,48-A,S3E15,,https://imgur.com/FcIi2wT,https://i.imgur.com/FcIi2wT.jpg
210307,SS1469,三天耶,48-A,S3E15,,https://imgur.com/2bevsoE,https://i.imgur.com/2bevsoE.jpg
210307,SS1470,妳好 可愛美眉,48-A,S3E15,,https://imgur.com/FQWXOQu,https://i.imgur.com/FQWXOQu.jpg
210307,SS1471,你有多猛,48-A,S3E15,,https://imgur.com/JYRdtuR,https://i.imgur.com/JYRdtuR.jpg
210307,SS1472,我上星期在花園澆花 我的腳踢到一小塊石頭,48-A,S3E15,,https://imgur.com/DIo5TUi,https://i.imgur.com/DIo5TUi.jpg
210307,SS1473,我才哭了20分鐘而已,48-A,S3E15,,https://imgur.com/z0BLZq6,https://i.imgur.com/z0BLZq6.jpg
210307,SS1474,遜咖歡樂屋,48-A,S3E15,,https://imgur.com/U0qFuM5,https://i.imgur.com/U0qFuM5.jpg
210307,SS1475,超級遜咖歡樂屋,48-A,S3E15,,https://imgur.com/4DViY1h,https://i.imgur.com/4DViY1h.jpg
210307,SS1476,我的感應器顯示 你就是個大遜咖,48-A,S3E15,,https://imgur.com/os7FKz6,https://i.imgur.com/os7FKz6.jpg
210307,SS1477,你是偽裝不了的,48-A,S3E15,,https://imgur.com/FOhLrFF,https://i.imgur.com/FOhLrFF.jpg
210307,SS1478,你死定了胖呆,48-A,S3E15,,https://imgur.com/g9ZE2Rx,https://i.imgur.com/g9ZE2Rx.jpg
210307,SS1479,這是我生命中最快樂的一天,48-A,S3E15,,https://imgur.com/G17U9PF,https://i.imgur.com/G17U9PF.jpg
210307,SS1480,我踩到冰塊滑倒 快點給我呼呼,48-A,S3E15,,https://imgur.com/3YmcOHc,https://i.imgur.com/3YmcOHc.jpg
210307,SS1481,遜咖綜合醫院,48-A,S3E15,,https://imgur.com/RjHufGe,https://i.imgur.com/RjHufGe.jpg
210307,SS1482,讓我用世上最小的小提琴 為你演奏一首哀歌吧,48-B,S3E16,,https://imgur.com/mCQbLFb,https://i.imgur.com/mCQbLFb.jpg
210307,SS1483,你可以很得體 很細心的 幫客人掛好衣帽嗎,48-B,S3E16,,https://imgur.com/y3XYAuG,https://i.imgur.com/y3XYAuG.jpg
210307,SS1484,像娘娘腔那樣嗎,48-B,S3E16,,https://imgur.com/5RL2BIr,https://i.imgur.com/5RL2BIr.jpg
210307,SS1485,淨空心靈,48-B,S3E16,,https://imgur.com/BB1Qv3q,https://i.imgur.com/BB1Qv3q.jpg
210307,SS1486,什麼都不要想,48-B,S3E16,,https://imgur.com/ttz4Rm0,https://i.imgur.com/ttz4Rm0.jpg
210307,SS1487,他絕對不是敗類,48-B,S3E16,,https://imgur.com/xZO8epv,https://i.imgur.com/xZO8epv.jpg
210307,SS1488,叉子放左邊,48-B,S3E16,,https://imgur.com/LlEkrti,https://i.imgur.com/LlEkrti.jpg
210307,SS1489,名字被塗掉了,48-B,S3E16,,https://imgur.com/mLSnnI7,https://i.imgur.com/mLSnnI7.jpg
210307,SS1490,你的腋下還要喝湯嗎,48-B,S3E16,,https://imgur.com/uHCjTNk,https://i.imgur.com/uHCjTNk.jpg
210307,SS1491,我辛苦爬起床全都白搭了,62-A,S4E03,,https://imgur.com/THmgRor,https://i.imgur.com/THmgRor.jpg
210307,SS1492,你不能讓開一點嗎,62-A,S4E03,,https://imgur.com/s8BWIBN,https://i.imgur.com/s8BWIBN.jpg
210307,SS1493,十張,62-A,S4E03,,https://imgur.com/QA2crV4,https://i.imgur.com/QA2crV4.jpg
210307,SS1494,你沒聽說過銀行是嗎,62-A,S4E03,,https://imgur.com/H8UtugY,https://i.imgur.com/H8UtugY.jpg
210307,SS1495,我就知道,62-A,S4E03,,https://imgur.com/E93lXEc,https://i.imgur.com/E93lXEc.jpg
210307,SS1496,立刻把病患推到走廊上,62-A,S4E03,,https://imgur.com/hKKMcOE,https://i.imgur.com/hKKMcOE.jpg
210307,SS1497,謝了 兄弟,62-A,S4E03,,https://imgur.com/LWsfoQr,https://i.imgur.com/LWsfoQr.jpg
210307,SS1498,你們又在耍什麼白痴,62-A,S4E03,,https://imgur.com/iSuEiXg,https://i.imgur.com/iSuEiXg.jpg
210307,SS1499,牛排醬,62-A,S4E03,,https://imgur.com/qSFSsRU,https://i.imgur.com/qSFSsRU.jpg
210307,SS1500,你們兩個打扮成神戶牛排,62-A,S4E03,,https://imgur.com/PeLE5Kd,https://i.imgur.com/PeLE5Kd.jpg
210307,SS1501,走進裡面 大叫給糖還是搗蛋,62-A,S4E03,,https://imgur.com/iKfqntS,https://i.imgur.com/iKfqntS.jpg
210307,SS1502,這個時候巨蟲就會想起來,62-A,S4E03,,https://imgur.com/6lly5k6,https://i.imgur.com/6lly5k6.jpg
210307,SS1503,牠忘了去買萬聖節的糖果 就會去超市買,62-A,S4E03,,https://imgur.com/r7z0FvJ,https://i.imgur.com/r7z0FvJ.jpg
210307,SS1504,我們就拖走床墊,62-A,S4E03,,https://imgur.com/yC2NVCT,https://i.imgur.com/yC2NVCT.jpg
210307,SS1505,又度過了一個睡不著覺的可怕夜晚,62-B,S4E04,,https://imgur.com/dZO9oQd,https://i.imgur.com/dZO9oQd.jpg
210307,SS1506,你這麼無能又窩囊,62-B,S4E04,,https://imgur.com/MOnFQnT,https://i.imgur.com/MOnFQnT.jpg
210307,SS1507,你把我害得那麼慘 我一定要告你,62-B,S4E04,,https://imgur.com/04Qn1ci,https://i.imgur.com/04Qn1ci.jpg
210307,SS1508,他好可憐唷,62-B,S4E04,,https://imgur.com/2PeHL4a,https://i.imgur.com/2PeHL4a.jpg
210307,SS1509,不 以前都是銀的,62-B,S4E04,,https://imgur.com/iDSvA6Q,https://i.imgur.com/iDSvA6Q.jpg
210307,SS1510,作夢 你這個敗類,62-B,S4E04,,https://imgur.com/YeH2jEl,https://i.imgur.com/YeH2jEl.jpg
210307,SS1511,你鬧夠了沒有,62-B,S4E04,,https://imgur.com/VaHmOWA,https://i.imgur.com/VaHmOWA.jpg
210307,SS1512,我對不起你 奶奶,62-B,S4E04,,https://imgur.com/Wmrawec,https://i.imgur.com/Wmrawec.jpg
210307,SS1513,我不會忘記你的,62-B,S4E04,,https://imgur.com/pyNA0cG,https://i.imgur.com/pyNA0cG.jpg
210307,SS1514,你這個虐待勞工的壞蛋,62-B,S4E04,,https://imgur.com/dQ641lc,https://i.imgur.com/dQ641lc.jpg
210307,SS1515,回答我的問題,62-B,S4E04,,https://imgur.com/kpR9FI0,https://i.imgur.com/kpR9FI0.jpg
210307,SS1516,反正我是沒救了,62-B,S4E04,,https://imgur.com/RnzUOXn,https://i.imgur.com/RnzUOXn.jpg
210307,SS1517,最美好的事物 又要從你眼前消失了,62-B,S4E04,,https://imgur.com/v5UwonZ,https://i.imgur.com/v5UwonZ.jpg
210307,SS1518,可是他超小器的,62-B,S4E04,,https://imgur.com/DtZYn6Q,https://i.imgur.com/DtZYn6Q.jpg
210307,SS1519,你一定要幫我查出 鈴鈴聲哪裡來的,83-A,S5E04,,https://imgur.com/o5voqPd,https://i.imgur.com/o5voqPd.jpg
210307,SS1520,算了 我的麻吉會幫我,83-A,S5E04,,https://imgur.com/aEn4K28,https://i.imgur.com/aEn4K28.jpg
210307,SS1521,食物就在罐頭裡,83-A,S5E04,,https://imgur.com/CR1VK8O,https://i.imgur.com/CR1VK8O.jpg
210307,SS1522,別吵 我正在忙,83-B,S5E05,,https://imgur.com/XDAdvfH,https://i.imgur.com/XDAdvfH.jpg
210307,SS1523,沒有人了解我的心情,83-B,S5E05,,https://imgur.com/vF6EwNp,https://i.imgur.com/vF6EwNp.jpg
210307,SS1524,幹嘛 你要幹嘛,83-B,S5E05,,https://imgur.com/fXQBlTD,https://i.imgur.com/fXQBlTD.jpg
210307,SS1525,難道你沒有看到我在忙嗎,83-B,S5E05,,https://imgur.com/zEy3QaB,https://i.imgur.com/zEy3QaB.jpg
210307,SS1526,最好是好事,83-B,S5E05,,https://imgur.com/4bAHhLJ,https://i.imgur.com/4bAHhLJ.jpg
210307,SS1527,我是大笨蛋,83-B,S5E05,,https://imgur.com/zIC1QKm,https://i.imgur.com/zIC1QKm.jpg
210307,SS1528,我沒有啊,83-B,S5E05,,https://imgur.com/PkiQh1w,https://i.imgur.com/PkiQh1w.jpg
210307,SS1529,等一下再來好嗎 他正在傷心落淚,83-B,S5E05,,https://imgur.com/aGsgHUh,https://i.imgur.com/aGsgHUh.jpg
210307,SS1530,我說他在傷心落淚 不要煩他了,83-B,S5E05,,https://imgur.com/hBDfFPO,https://i.imgur.com/hBDfFPO.jpg
210307,SS1531,像我這種人沒有資格傷心,83-B,S5E05,,https://imgur.com/Lh3r2He,https://i.imgur.com/Lh3r2He.jpg
210307,SS1532,假裝沒看到,83-B,S5E05,,https://imgur.com/s0s4dPM,https://i.imgur.com/s0s4dPM.jpg
210307,SS1533,你們到底在哭什麼,83-B,S5E05,,https://imgur.com/ChrlnTM,https://i.imgur.com/ChrlnTM.jpg
210307,SS1534,你不准亂動,83-C,S5E06,,https://imgur.com/hsYQbGH,https://i.imgur.com/hsYQbGH.jpg
210307,SS1535,站住 阿呆 你想被他傳染嗎,83-C,S5E06,,https://imgur.com/slW41Dr,https://i.imgur.com/slW41Dr.jpg
210307,SS1536,應該叫防疫專家處理,83-C,S5E06,,https://imgur.com/Soqh4eN,https://i.imgur.com/Soqh4eN.jpg
210307,SS1537,退後 我叫你退後,83-C,S5E06,,https://imgur.com/h0wGJXG,https://i.imgur.com/h0wGJXG.jpg
210307,SS1538,大家一起來消滅 這可惡的汙染源,83-C,S5E06,,https://imgur.com/eklejFW,https://i.imgur.com/eklejFW.jpg
210307,SS1539,我想應該是海星優先才對,83-C,S5E06,,https://imgur.com/EnTLE0W,https://i.imgur.com/EnTLE0W.jpg
210307,SS1540,你們不能跟我搶 因為我是個優雅的紳士,83-C,S5E06,,https://imgur.com/khjjUYH,https://i.imgur.com/khjjUYH.jpg
210307,SS1541,要不要叫兩份大薯 我們三個一起吃呢,89-A,S5E19,,https://imgur.com/4OeZXvP,https://i.imgur.com/4OeZXvP.jpg
210307,SS1542,我認識你嗎,89-A,S5E19,,https://imgur.com/gupHayJ,https://i.imgur.com/gupHayJ.jpg
210307,SS1543,怪咖,89-A,S5E19,,https://imgur.com/IAU453H,https://i.imgur.com/IAU453H.jpg
210307,SS1544,我這輩子 只在乎六點能不能準時下班,89-A,S5E19,,https://imgur.com/MrCnRMh,https://i.imgur.com/MrCnRMh.jpg
210307,SS1545,很遺憾沒有人生還,89-A,S5E19,,https://imgur.com/7b3MFfY,https://i.imgur.com/7b3MFfY.jpg
210307,SS1546,他超臭屁的,89-A,S5E19,,https://imgur.com/Mm6qK2P,https://i.imgur.com/Mm6qK2P.jpg
210307,SS1547,看起來像是好可怕的壽衣,89-A,S5E19,,https://imgur.com/byGovdl,https://i.imgur.com/byGovdl.jpg
210307,SS1548,你很需要看心理醫生,89-A,S5E19,,https://imgur.com/OpoGLSu,https://i.imgur.com/OpoGLSu.jpg
210307,SS1549,我懷疑這個傢伙根本就不識字,89-B,S5E20,,https://imgur.com/lIjCSbA,https://i.imgur.com/lIjCSbA.jpg
210307,SS1550,這個是預兆,89-B,S5E20,,https://imgur.com/0hVPWoL,https://i.imgur.com/0hVPWoL.jpg
210307,SS1551,從你褲袋裡掉出來的好兆頭,89-B,S5E20,,https://imgur.com/a44FECk,https://i.imgur.com/a44FECk.jpg
210307,SS1552,我一定要相信好兆頭,89-B,S5E20,,https://imgur.com/ITyo9lO,https://i.imgur.com/ITyo9lO.jpg
210307,SS1553,派大星寫的好詩,89-B,S5E20,,https://imgur.com/DDc5KuH,https://i.imgur.com/DDc5KuH.jpg
210307,SS1554,玫瑰是藍的 紫羅蘭是紅的,89-B,S5E20,,https://imgur.com/qsRw3r0,https://i.imgur.com/qsRw3r0.jpg
210307,SS1555,我真的要去PP了,89-B,S5E20,,https://imgur.com/pKqQ1bx,https://i.imgur.com/pKqQ1bx.jpg
210307,SS1556,這就是創作藝術必經的過程,89-B,S5E20,,https://imgur.com/ZXWZsxu,https://i.imgur.com/ZXWZsxu.jpg
210307,SS1557,我恨我的人生,89-B,S5E20,,https://imgur.com/RGCLqTs,https://i.imgur.com/RGCLqTs.jpg
210307,SS1558,我也恨你的人生 老兄,89-B,S5E20,,https://imgur.com/nk3N9Eq,https://i.imgur.com/nk3N9Eq.jpg
210307,SS1559,我的眼球都快要脫窗了,89-B,S5E20,,https://imgur.com/L9joLFn,https://i.imgur.com/L9joLFn.jpg
210307,SS1560,我不知道耳朵可以這樣往內翻耶,89-B,S5E20,,https://imgur.com/smykoeL,https://i.imgur.com/smykoeL.jpg
210307,SS1561,暴徒絕對不能不吃棉花糖,89-B,S5E20,,https://imgur.com/SLLMyty,https://i.imgur.com/SLLMyty.jpg
220803,SS1562,你看 我的腦袋,102-A,S6E03,,https://imgur.com/PgVT6p1,https://i.imgur.com/PgVT6p1.jpg
220803,SS1563,你不知道我很會安撫大腦嗎,102-A,S6E03,,https://imgur.com/XnR8sgr,https://i.imgur.com/XnR8sgr.jpg
220803,SS1564,我們去看看那個胖子在吼什麼好了,102-A,S6E03,,https://imgur.com/FOIlzRa,https://i.imgur.com/FOIlzRa.jpg
220803,SS1565,三個十塊,102-A,S6E03,,https://imgur.com/6vj1ZxK,https://i.imgur.com/6vj1ZxK.jpg
220803,SS1566,兩個五塊,102-A,S6E03,,https://imgur.com/cVwVZI4,https://i.imgur.com/cVwVZI4.jpg
220803,SS1567,一個25塊,102-A,S6E03,,https://imgur.com/FkVF6VS,https://i.imgur.com/FkVF6VS.jpg
220803,SS1568,沒有一塊,102-A,S6E03,,https://imgur.com/ws38Ln7,https://i.imgur.com/ws38Ln7.jpg
220803,SS1569,神啊 請賜給我力量,102-B,S6E04,,https://imgur.com/WAJ3x43,https://i.imgur.com/WAJ3x43.jpg
220803,SS1570,開快一點,102-B,S6E04,,https://imgur.com/yhTRe4w,https://i.imgur.com/yhTRe4w.jpg
220803,SS1571,我知道怎麼做 我看過書,102-B,S6E04,,https://imgur.com/Ok82RqM,https://i.imgur.com/Ok82RqM.jpg
220803,SS1572,什麼都不要碰 傻瓜,102-B,S6E04,,https://imgur.com/j46UlG9,https://i.imgur.com/j46UlG9.jpg
220803,SS1573,只能娶一部電腦當老婆,103-A,S6E05,,https://imgur.com/yQkSgyH,https://i.imgur.com/yQkSgyH.jpg
220803,SS1574,我還沒死,103-A,S6E05,,https://imgur.com/K0Usktd,https://i.imgur.com/K0Usktd.jpg
220803,SS1575,說得好,103-A,S6E05,,https://imgur.com/GYoIJSB,https://i.imgur.com/GYoIJSB.jpg
220803,SS1576,那裡有建築工人,103-B,S6E06,,https://imgur.com/BiJ0EMZ,https://i.imgur.com/BiJ0EMZ.jpg
220803,SS1577,我看他腦筋有問題,103-B,S6E06,,https://imgur.com/z3iDD55,https://i.imgur.com/z3iDD55.jpg
220803,SS1578,來搞笑,103-B,S6E06,,https://imgur.com/c3moyig,https://i.imgur.com/c3moyig.jpg
220803,SS1579,我不能去看醫生 我的工作沒有提供任何醫療保險,103-B,S6E06,,https://imgur.com/JpyIuId,https://i.imgur.com/JpyIuId.jpg
220803,SS1580,你沒有工作啊,103-B,S6E06,,https://imgur.com/HZFcwDj,https://i.imgur.com/HZFcwDj.jpg
220803,SS1581,也對哦,103-B,S6E06,,https://imgur.com/CCFql3Z,https://i.imgur.com/CCFql3Z.jpg
220803,SS1582,我要爆紅 以後再報仇,103-B,S6E06,,https://imgur.com/bkxZAWD,https://i.imgur.com/bkxZAWD.jpg
220803,SS1583,別亂摸,109-A,S6E17,,https://imgur.com/cpC0W5v,https://i.imgur.com/cpC0W5v.jpg
220803,SS1584,他讓我生不如死,109-A,S6E17,,https://imgur.com/21VIiMT,https://i.imgur.com/21VIiMT.jpg
220803,SS1585,用膝蓋想也知道,109-A,S6E17,,https://imgur.com/eddUlYW,https://i.imgur.com/eddUlYW.jpg
220803,SS1586,強森,109-A,S6E17,,https://imgur.com/FCwPgiQ,https://i.imgur.com/FCwPgiQ.jpg
220803,SS1587,城市裡的人實在是太扯了,109-A,S6E17,,https://imgur.com/5pQ1sSq,https://i.imgur.com/5pQ1sSq.jpg
220803,SS1588,美好個頭啦,109-B,S6E18,,https://imgur.com/wbV43qv,https://i.imgur.com/wbV43qv.jpg
220803,SS1589,讓我平靜地接受 人生完蛋的事實,109-B,S6E18,,https://imgur.com/Aa2MrWY,https://i.imgur.com/Aa2MrWY.jpg
220803,SS1590,沒想到她居然會說話,109-B,S6E18,,https://imgur.com/Odn8qr3,https://i.imgur.com/Odn8qr3.jpg
220803,SS1591,呆瓜通常都是最暴力的,109-B,S6E18,,https://imgur.com/fIT94dK,https://i.imgur.com/fIT94dK.jpg
220803,SS1592,真是病態 又不人道,109-B,S6E18,,https://imgur.com/tZf6UxE,https://i.imgur.com/tZf6UxE.jpg
220803,SS1593,現在連小學生都想揍我 搶我的午餐錢,109-B,S6E18,,https://imgur.com/C8OIvx0,https://i.imgur.com/C8OIvx0.jpg
220803,SS1594,幫我和我的愛妻 做兩個美味蟹堡好嗎,109-B,S6E18,,https://imgur.com/OQF1DpP,https://i.imgur.com/OQF1DpP.jpg
220803,SS1595,我們也很愛演哦,113-A,S6E24,,https://imgur.com/5iuyXPb,https://i.imgur.com/5iuyXPb.jpg
220803,SS1596,再一下就可以塑身成功了哦,113-A,S6E24,,https://imgur.com/RUa5nji,https://i.imgur.com/RUa5nji.jpg
220803,SS1597,破啊,113-A,S6E24,,https://imgur.com/aMwjjKT,https://i.imgur.com/aMwjjKT.jpg
220803,SS1598,飛天雙人螺旋,113-A,S6E24,,https://imgur.com/k3mJdBt,https://i.imgur.com/k3mJdBt.jpg
220803,SS1599,原子彈,113-A,S6E24,,https://imgur.com/CUtQvCq,https://i.imgur.com/CUtQvCq.jpg
220803,SS1600,天崩地裂大毀滅,113-A,S6E24,,https://imgur.com/Eqq2HW6,https://i.imgur.com/Eqq2HW6.jpg
220803,SS1601,鐵頭功,113-A,S6E24,,https://imgur.com/xeiWvRj,https://i.imgur.com/xeiWvRj.jpg
220803,SS1602,夾一下,113-A,S6E24,,https://imgur.com/COpitqI,https://i.imgur.com/COpitqI.jpg
220803,SS1603,金剛屁屁,113-A,S6E24,,https://imgur.com/Dx8kIFo,https://i.imgur.com/Dx8kIFo.jpg
220803,SS1604,我們有人急著要領錢耶,113-B,S6E25,,https://imgur.com/CISv6W3,https://i.imgur.com/CISv6W3.jpg
220803,SS1605,這一定是全世界最有價值的卡片,113-B,S6E25,,https://imgur.com/MuXT5qc,https://i.imgur.com/MuXT5qc.jpg
220803,SS1606,海超人說...,113-B,S6E25,,https://imgur.com/YoyoTEH,https://i.imgur.com/YoyoTEH.jpg
220803,SS1607,再買更多卡,113-B,S6E25,,https://imgur.com/d2TQt0e,https://i.imgur.com/d2TQt0e.jpg
220803,SS1608,我有預感這包一定會中的,113-B,S6E25,,https://imgur.com/teZ0Fm2,https://i.imgur.com/teZ0Fm2.jpg
220803,SS1609,我恨數數兒,113-B,S6E25,,https://imgur.com/7vCamq7,https://i.imgur.com/7vCamq7.jpg
220803,SS1610,我平常就是這樣 呆頭呆腦才會沒煩惱啊,113-B,S6E25,,https://imgur.com/MqDyDOQ,https://i.imgur.com/MqDyDOQ.jpg
220803,SS1611,拜託你不要緊張兮兮的好不好,113-B,S6E25,,https://imgur.com/Gc91kfk,https://i.imgur.com/Gc91kfk.jpg
210326,SS1612,不然你以為 我腦袋裡都是漿糊嗎,15-A,S1E30,,https://imgur.com/Ec6wIi6,https://i.imgur.com/Ec6wIi6.jpg
210326,SS1613,你這個小海綿體,15-A,S1E30,,https://imgur.com/nQeYjA1,https://i.imgur.com/nQeYjA1.jpg
210326,SS1614,討厭 那是最後一個銅板了,15-A,S1E30,,https://imgur.com/euJ15Up,https://i.imgur.com/euJ15Up.jpg
210326,SS1615,你為什麼不繼續吹奏 那美妙的音樂呢,15-A,S1E30,,https://imgur.com/bOx0aWV,https://i.imgur.com/bOx0aWV.jpg
210326,SS1616,我就是喜歡這樣穿小褲褲,15-B,S1E31,,https://imgur.com/r4L6uMs,https://i.imgur.com/r4L6uMs.jpg
210326,SS1617,不要碰我 我很無菌,15-B,S1E31,,https://imgur.com/WXzt7nJ,https://i.imgur.com/WXzt7nJ.jpg
210326,SS1618,海綿...海綿寶寶困在石頭裡了,16-A,S1E32,,https://imgur.com/5GfxDy9,https://i.imgur.com/5GfxDy9.jpg
210326,SS1619,難道你想毀了大驚喜嗎,16-A,S1E32,,https://imgur.com/vNQW7Id,https://i.imgur.com/vNQW7Id.jpg
210326,SS1620,對啊,16-A,S1E32,,https://imgur.com/boEm6ej,https://i.imgur.com/boEm6ej.jpg
210326,SS1621,我一直想要一個銅板耶,16-A,S1E32,,https://imgur.com/brMaVpg,https://i.imgur.com/brMaVpg.jpg
210326,SS1622,你好奸詐,16-A,S1E32,,https://imgur.com/4aCnvnz,https://i.imgur.com/4aCnvnz.jpg
210326,SS1623,最重要的是心意,16-A,S1E32,,https://imgur.com/AP2KM5H,https://i.imgur.com/AP2KM5H.jpg
210326,SS1624,各位朋友請注意 有一隻胖胖的粉紅海星發瘋了,16-A,S1E32,,https://imgur.com/topm2nm,https://i.imgur.com/topm2nm.jpg
210326,SS1625,可恨的紅心 去死吧,16-A,S1E32,,https://imgur.com/pzCGALO,https://i.imgur.com/pzCGALO.jpg
210326,SS1626,我知道是我活該,16-A,S1E32,,https://imgur.com/nMwxiVn,https://i.imgur.com/nMwxiVn.jpg
210326,SS1627,他們也沒有送我禮物,16-A,S1E32,,https://imgur.com/bXFaM5U,https://i.imgur.com/bXFaM5U.jpg
210326,SS1628,不 現在送太遲了,16-A,S1E32,,https://imgur.com/OT8g9rw,https://i.imgur.com/OT8g9rw.jpg
210326,SS1629,你們完蛋了,16-A,S1E32,,https://imgur.com/ujaEyv5,https://i.imgur.com/ujaEyv5.jpg
210326,SS1630,沒錯 向後轉,16-A,S1E32,,https://imgur.com/BBtJ4zY,https://i.imgur.com/BBtJ4zY.jpg
210326,SS1631,我就知道你對我最好了,16-A,S1E32,,https://imgur.com/YG8AmYk,https://i.imgur.com/YG8AmYk.jpg
